["deep learning", 1947.753816140493]
["graph laplacian", 24.37245180991989]
["jonathon shlens", 24.37245180991989]
["kernel function", 24.37245180991989]
["larger datasets", 24.37245180991989]
["multistream cnn", 24.37245180991989]
["network outputs", 24.37245180991989]
["pierre sermanet", 24.37245180991989]
["pose parameters", 24.37245180991989]
["search log data", 24.37245180991989]
["tangent vectors", 24.37245180991989]
["deep learners", 24.3670188958846]
["acm sigkdd conference", 24.356179501787384]
["crossvalidation folds", 24.356179501787384]
["domain confusion loss", 24.356179501787384]
["domain generalization", 24.356179501787384]
["interpretation method", 24.356179501787384]
["multiclass classifier", 24.356179501787384]
["regularization effect", 24.356179501787384]
["task caucasianafrican", 24.356179501787384]
["unsupervised training", 24.356179501787384]
["linear svm", 24.34161384022277]
["optical flow", 24.29686502014934]
["volume", 24.296258402732427]
["density estimation", 24.279122766327784]
["artificial intelligence research", 24.260151319598087]
["click models", 24.227839835433002]
["c lampert", 24.169470350698415]
["deep cnns", 24.169470350698415]
["deep snns", 24.169470350698415]
["long time", 24.169470350698415]
["nlp tasks", 24.169470350698415]
["web1 data", 24.169470350698415]
["largescale image classification", 24.037910431396025]
["unnormalized statistical models", 24.037910431396025]
["local minima", 24.020764281284002]
["child nodes", 23.978952727983707]
["image patch", 23.978952727983707]
["main reason", 23.978952727983707]
["r collobert", 23.978952727983707]
["test errors", 23.978952727983707]
["uda methods", 23.978952727983707]
["commercial advantage", 23.965858188431927]
["deeper architectures", 23.965858188431927]
["detailed description", 23.965858188431927]
["interesting approach", 23.965858188431927]
["linear interpolation", 23.965858188431927]
["architecture search methods", 23.894817278531384]
["class imbalance", 23.83084176969945]
["probabilistic graphical models", 23.80838167163509]
["querylikelihood language model", 23.80838167163509]
["unsupervised feature discovery", 23.80838167163509]
["brain decoding", 23.751515966537326]
["color channels", 23.751515966537326]
["design choices", 23.751515966537326]
["james bergstra", 23.751515966537326]
["main challenge", 23.751515966537326]
["mobile devices", 23.751515966537326]
["richard socher", 23.751515966537326]
["spatial domain", 23.751515966537326]
["transfer ratio", 23.751515966537326]
["latent variable models", 23.697992142413753]
["code suggestion", 23.69543925964434]
["softmax loss", 23.606613172986002]
["attributebased classification", 23.57107080990532]
["contrastive predictive coding", 23.57107080990532]
["multisource domain adaptation", 23.57107080990532]
["stochastic maximum likelihood", 23.57107080990532]
["h li", 23.56700413903814]
["aggregation network", 23.555511833331522]
["attention mechanism", 23.555511833331522]
["competitive results", 23.555511833331522]
["computational costs", 23.555511833331522]
["computational power", 23.555511833331522]
["efficient algorithm", 23.555511833331522]
["joint distributions", 23.555511833331522]
["lesion segmentation", 23.555511833331522]
["markov random field", 23.555511833331522]
["optimization effect", 23.555511833331522]
["previous approaches", 23.555511833331522]
["querydocument pairs", 23.555511833331522]
["request permissions", 23.555511833331522]
["vector quantization", 23.555511833331522]
["learned feature", 23.469768409552486]
["j platt", 23.350921788663758]
["point x", 23.350921788663758]
["adaptive subgradient methods", 23.325431571226428]
["conference track proceedings", 23.325431571226428]
["large scale image annotation", 23.325431571226428]
["transitive transfer learning", 23.325431571226428]
["network layers", 23.223704500614275]
["vector space models", 23.187456960935716]
["denoising autoencoder", 23.138370526698015]
["bernhard scholkopf", 23.122974063169316]
["boosting algorithm", 23.122974063169316]
["class distribution", 23.122974063169316]
["current literature", 23.122974063169316]
["denoising function", 23.122974063169316]
["energy consumption", 23.122974063169316]
["linear combination", 23.122974063169316]
["multidomain images", 23.122974063169316]
["neighbouring terms", 23.122974063169316]
["philipp krahenbuhl", 23.122974063169316]
["softmax classifier", 23.122974063169316]
["source domain data", 23.122974063169316]
["unlabeled examples", 23.122974063169316]
["wojciech jaskowski", 23.122974063169316]
["retrieval task", 23.091751634133512]
["correct label", 23.08454421715383]
["current query", 23.08454421715383]
["current state", 23.08454421715383]
["data manifold", 23.08454421715383]
["eccv workshop", 23.08454421715383]
["large numbers", 23.08454421715383]
["static images", 23.08454421715383]
["training loss", 23.08454421715383]
["abstract invariant features", 23.070858062030304]
["cnn model", 23.070858062030304]
["colorful image colorization", 23.070858062030304]
["multiple flat segmentations", 23.070858062030304]
["nonlinear pca learning rule", 23.070858062030304]
["nonlinear ranking functions", 23.070858062030304]
["transfer learning challenge", 23.070858062030304]
["error bars", 23.02585092994046]
["john wiley", 23.02585092994046]
["liang pang", 23.02585092994046]
["m rohrbach", 23.02585092994046]
["mc dropout", 23.02585092994046]
["rgb images", 23.02585092994046]
["skip layer", 23.02585092994046]
["true label", 23.02585092994046]
["zhuowen tu", 23.02585092994046]
["object categorization", 23.00305841835475]
["local optima", 22.985386510539005]
["adversarial training", 22.96728076391393]
["feedforward network", 22.966624037498235]
["denoising autoencoders", 22.962029653518922]
["jia deng", 22.873856958478193]
["empirical risk", 22.871830189998903]
["linear mapping", 22.871830189998903]
["adversarial reconstruction", 22.806675766150374]
["joint wordimage embeddings", 22.806675766150374]
["structured joint embedding", 22.806675766150374]
["conjugate gradient", 22.710063812041295]
["adaptive behavior", 22.66570675244973]
["application areas", 22.66570675244973]
["convolutional net", 22.66570675244973]
["human performance", 22.66570675244973]
["instance features", 22.66570675244973]
["literature review", 22.66570675244973]
["maxpooling layers", 22.66570675244973]
["nucleus detection", 22.66570675244973]
["recent approaches", 22.66570675244973]
["softmax embedding", 22.66570675244973]
["spatial jittering", 22.66570675244973]
["subsequent layers", 22.66570675244973]
["vision subnetwork", 22.66570675244973]
["neural network architecture", 22.658878453779764]
["joint conference", 22.57679388109536]
["scene understanding", 22.574032173609375]
["information maximization adaptation network", 22.567200694161375]
["gradient update", 22.567085009185085]
["adapting source knowledge", 22.532130774077405]
["cnnbased patch classifier", 22.532130774077405]
["f sha", 22.532130774077405]
["queryquerycentric context", 22.532130774077405]
["royal statistical society", 22.532130774077405]
["street view house numbers", 22.532130774077405]
["zeroshot learning results", 22.532130774077405]
["inference techniques", 22.46799205165493]
["shortcut connections", 22.46799205165493]
["rank challenge", 22.431987301729695]
["3layer model", 22.364159848092005]
["alec radford", 22.364159848092005]
["deep learner", 22.364159848092005]
["dv inference", 22.364159848092005]
["large models", 22.364159848092005]
["triplet loss", 22.364159848092005]
["upper layers", 22.364159848092005]
["iot data", 22.353996573058236]
["search strategy", 22.341414159093233]
["description length", 22.29715356091327]
["gaussian noise", 22.28537300563996]
["defect prediction", 22.26096198901313]
["ir systems", 22.25832256560911]
["distribution discrepancy", 22.24637681243562]
["hierarchical convolution", 22.24637681243562]
["internal representations", 22.24637681243562]
["latent semantic entities", 22.24637681243562]
["post hoc interpretations", 22.24637681243562]
["regularization technique", 22.24637681243562]
["regularized autoencoders", 22.24637681243562]
["significant improvements", 22.24637681243562]
["weak supervision signals", 22.24637681243562]
["protein structure prediction", 22.21469673450136]
["learning theory", 22.20601164903812]
["component models", 22.18070977791825]
["database systems", 22.18070977791825]
["document corpora", 22.18070977791825]
["dynamic features", 22.18070977791825]
["dzmitry bahdanau", 22.18070977791825]
["input embeddings", 22.18070977791825]
["labeled vertices", 22.18070977791825]
["measurement step", 22.18070977791825]
["p f felzenszwalb", 22.18070977791825]
["prediction error", 22.18070977791825]
["projection layer", 22.18070977791825]
["regression tasks", 22.18070977791825]
["software corpora", 22.18070977791825]
["soumith chintala", 22.18070977791825]
["synthetic images", 22.18070977791825]
["distribution q", 22.168081568768173]
["deepstructured conditional random fields", 22.13327672468362]
["intermediate domain selection algorithm", 21.981369876777876]
["empirical risk minimization", 21.972245773362197]
["face recognition algorithms", 21.972245773362197]
["li feifei", 21.972245773362197]
["ml models", 21.972245773362197]
["mr images", 21.972245773362197]
["text data", 21.972245773362197]
["time step", 21.972245773362197]
["dirichlet allocation", 21.968703339395933]
["negative log likelihood", 21.948459511504048]
["optimization techniques", 21.948459511504048]
["paper citation matching", 21.948459511504048]
["preliminary experiments", 21.948459511504048]
["product representations", 21.948459511504048]
["variational autoencoder", 21.948459511504048]
["covariance matrix", 21.721302304430992]
["bayesian inference", 21.677788184221235]
["simplecell receptive field properties", 21.665507475865347]
["active learning", 21.66440160881768]
["bipartite graph", 21.66440160881768]
["component model", 21.66440160881768]
["highway network", 21.66440160881768]
["knowledge bases", 21.66440160881768]
["main categories", 21.66440160881768]
["massive amounts", 21.66440160881768]
["multiple scales", 21.66440160881768]
["p vandergheynst", 21.66440160881768]
["paweł liskowski", 21.66440160881768]
["positive sample", 21.66440160881768]
["realvalued data", 21.66440160881768]
["recent research", 21.66440160881768]
["regression task", 21.66440160881768]
["regression tree", 21.66440160881768]
["target features", 21.66440160881768]
["training points", 21.66440160881768]
["additional information", 21.637297173508212]
["admcihc classification", 21.637297173508212]
["architecture criterion", 21.637297173508212]
["backpropagating errors", 21.637297173508212]
["contextual information", 21.637297173508212]
["generative pretraining", 21.637297173508212]
["hyperparameter setting", 21.637297173508212]
["information technology", 21.637297173508212]
["local receptive fields", 21.637297173508212]
["protein classification", 21.637297173508212]
["ruslan r salakhutdinov", 21.637297173508212]
["semantic understanding", 21.637297173508212]
["sequential information", 21.637297173508212]
["siamesetriplet network", 21.637297173508212]
["significant difference", 21.637297173508212]
["traditional approaches", 21.637297173508212]
["unsupervised feature", 21.61206854492522]
["symmetric transformation", 21.61076604636603]
["j e", 21.606041677139494]
["adam coates", 21.581057455185338]
["c d manning", 21.581057455185338]
["c h lampert", 21.581057455185338]
["htl methods", 21.581057455185338]
["huge number", 21.581057455185338]
["memory bank", 21.581057455185338]
["real images", 21.581057455185338]
["samy bengio", 21.581057455185338]
["short texts", 21.581057455185338]
["thomas brox", 21.581057455185338]
["v lempitsky", 21.581057455185338]
["real dropout", 21.535857631496]
["b gong", 21.50111363073666]
["c wang", 21.50111363073666]
["cl liu", 21.50111363073666]
["j chem", 21.50111363073666]
["y wang", 21.50111363073666]
["regression model", 21.487562597358306]
["_ j1", 21.4245492173074]
["pairwise feature extraction", 21.42293962902814]
["j sivic", 21.405011639608446]
["z huang", 21.405011639608446]
["hyperbolic tangent", 21.38875100843162]
["character recognition", 21.31165706406396]
["computer vision tasks", 21.31165706406396]
["confident predictions", 21.31165706406396]
["current stateoftheart", 21.31165706406396]
["deep generative model", 21.31165706406396]
["detection performance", 21.31165706406396]
["fast dropout training", 21.31165706406396]
["initial learning rate", 21.31165706406396]
["shallow architectures", 21.31165706406396]
["topological structure", 21.31165706406396]
["traditional ir models", 21.31165706406396]
["transferable features", 21.31165706406396]
["unsupervised approach", 21.31165706406396]
["visual recognition", 21.283646580871757]
["memory networks", 21.277537294374508]
["data collection", 21.213059908633976]
["hierarchical latent variable model", 21.158163147696968]
["largevocabulary speech recognition", 21.158163147696968]
["outdoors product search benchmarks", 21.158163147696968]
["object detector", 21.122791568597236]
["full advantage", 21.112458636922067]
["function space", 21.112458636922067]
["global vectors", 21.112458636922067]
["independent gp", 21.112458636922067]
["latent factors", 21.112458636922067]
["limited amount", 21.112458636922067]
["neural methods", 21.112458636922067]
["original space", 21.112458636922067]
["pascal lamblin", 21.112458636922067]
["simon osindero", 21.112458636922067]
["single network", 21.112458636922067]
["sparse feature", 21.112458636922067]
["trained models", 21.112458636922067]
["pretrained network", 21.058422807529197]
["previous stateoftheart", 21.01908868283655]
["face images", 20.981583636985743]
["holisticallynested edge detection", 20.979045368798882]
["activity recognition", 20.970125914877936]
["computational models", 20.970125914877936]
["evaluation protocols", 20.970125914877936]
["feature augmentation", 20.970125914877936]
["hard negative mining", 20.970125914877936]
["improved performance", 20.970125914877936]
["inductive principles", 20.970125914877936]
["lambdarank gradients", 20.970125914877936]
["learnable parameters", 20.970125914877936]
["related applications", 20.970125914877936]
["relative improvement", 20.970125914877936]
["relevant information", 20.970125914877936]
["vector spaces", 20.947086419269215]
["j gao", 20.922692861643302]
["log d", 20.922692861643302]
["graphical model", 20.85198654848702]
["d yu", 20.79441541679836]
["g e dahl", 20.79441541679836]
["table ii", 20.79441541679836]
["prediction task", 20.76171820845028]
["feature matrix", 20.735450446977033]
["d p kingma", 20.723265836946414]
["m salzmann", 20.723265836946414]
["mappings f", 20.723265836946414]
["mpot model", 20.723265836946414]
["p arbelaez", 20.723265836946414]
["qingyao ai", 20.723265836946414]
["query sets", 20.723265836946414]
["rob fergus", 20.723265836946414]
["ieee international", 20.645512556401172]
["average performance", 20.61107285416508]
["challenging problem", 20.61107285416508]
["color figure online", 20.61107285416508]
["consecutive queries", 20.61107285416508]
["dnnhmm architecture", 20.61107285416508]
["field approximation", 20.61107285416508]
["highlevel semantics", 20.61107285416508]
["individual features", 20.61107285416508]
["laplacian eigenmaps", 20.61107285416508]
["layer normalization", 20.61107285416508]
["manifold hypothesis", 20.61107285416508]
["nature neuroscience", 20.61107285416508]
["nonlinear functions", 20.61107285416508]
["p jonathon phillips", 20.61107285416508]
["permissions  acmorg", 20.61107285416508]
["recent developments", 20.61107285416508]
["secondorder methods", 20.61107285416508]
["similarity function", 20.61107285416508]
["spatial information", 20.61107285416508]
["training iterations", 20.61107285416508]
["annual international conference", 20.60392322691088]
["artificial general intelligence", 20.60392322691088]
["domaininvariant representations", 20.60392322691088]
["statistical pattern recognition", 20.60392322691088]
["aditya khosla", 20.519594859692294]
["boosted trees", 20.519594859692294]
["external data", 20.519594859692294]
["fernando diaz", 20.519594859692294]
["full citation", 20.519594859692294]
["human experts", 20.519594859692294]
["input regions", 20.519594859692294]
["manual search", 20.519594859692294]
["mixture model", 20.519594859692294]
["network depth", 20.519594859692294]
["pdr framework", 20.519594859692294]
["psd predictor", 20.519594859692294]
["saliency maps", 20.519594859692294]
["small amounts", 20.519594859692294]
["softmax model", 20.519594859692294]
["source images", 20.519594859692294]
["special cases", 20.519594859692294]
["stack overfow", 20.519594859692294]
["toxic effects", 20.519594859692294]
["xavier glorot", 20.519594859692294]
["detection task", 20.452694304518253]
["role proximity", 20.452694304518253]
["software repositories", 20.4417935104287]
["natural language understanding", 20.407184289972932]
["joint probability", 20.39913607720476]
["convex function", 20.310376508266575]
["hidden representation", 20.29681625148949]
["classifier weights", 20.23260230527315]
["connection science", 20.23260230527315]
["feature dimensions", 20.23260230527315]
["groundtruth labels", 20.23260230527315]
["largescale setting", 20.23260230527315]
["medical image data", 20.23260230527315]
["mutation operators", 20.23260230527315]
["neighborhood graph", 20.23260230527315]
["nvidia corporation", 20.23260230527315]
["ordinal regression", 20.23260230527315]
["significant amount", 20.23260230527315]
["subspace alignment", 20.23260230527315]
["tangent directions", 20.23260230527315]
["worstcase scenario", 20.23260230527315]
["clustering algorithm", 20.221192846489437]
["27th international conference", 20.203774979918844]
["clusteringbased pseudo labels", 20.203774979918844]
["handwritten digit recognition", 20.203774979918844]
["semisupervised overclustering", 20.203774979918844]
["statistical language modeling", 20.203774979918844]
["autoencoder network", 20.022185058331793]
["adversarial feature learning", 19.993227061051222]
["arxiv preprint arxiv14126980", 19.993227061051222]
["automatic speech recognition", 19.993227061051222]
["lateral shortcut connections", 19.993227061051222]
["local contrast normalization", 19.993227061051222]
["multiple explanatory factors", 19.993227061051222]
["sparse deep belief net model", 19.993227061051222]
["unsupervised neural networks", 19.993227061051222]
["expected improvement", 19.97154849035994]
["time steps", 19.955737472615063]
["awa1 dataset", 19.879253198304003]
["board states", 19.879253198304003]
["dropout rbms", 19.879253198304003]
["general case", 19.879253198304003]
["hamed zamani", 19.879253198304003]
["hidden nodes", 19.879253198304003]
["k weinberger", 19.879253198304003]
["long history", 19.879253198304003]
["lower levels", 19.879253198304003]
["noisy labels", 19.879253198304003]
["pixel values", 19.879253198304003]
["positive set", 19.879253198304003]
["pseudo label", 19.879253198304003]
["ranking list", 19.879253198304003]
["recent study", 19.879253198304003]
["simple model", 19.879253198304003]
["single frame", 19.879253198304003]
["zhengdong lu", 19.879253198304003]
["tetris game", 19.868275117472216]
["acoustic features", 19.832493408393514]
["background ranker", 19.832493408393514]
["basic assumptions", 19.832493408393514]
["binary classifier", 19.832493408393514]
["clicked documents", 19.832493408393514]
["comparative study", 19.832493408393514]
["distillation loss", 19.832493408393514]
["domain invariance", 19.832493408393514]
["dragomir anguelov", 19.832493408393514]
["gradient boosting", 19.832493408393514]
["histogram binning", 19.832493408393514]
["jean pougetabadie", 19.832493408393514]
["local information", 19.832493408393514]
["martin riedmiller", 19.832493408393514]
["model performance", 19.832493408393514]
["negative sampling", 19.832493408393514]
["nitish srivastava", 19.832493408393514]
["parameter updates", 19.832493408393514]
["percentage points", 19.832493408393514]
["performance drops", 19.832493408393514]
["performance gains", 19.832493408393514]
["populated classes", 19.832493408393514]
["relevant entities", 19.832493408393514]
["supervised manner", 19.832493408393514]
["knowledge unit", 19.79292997211444]
["search result", 19.786752186131856]
["andrew ng", 19.775021196025975]
["binary tournament selection", 19.775021196025975]
["deep big simple neural nets", 19.775021196025975]
["e  wt  w2", 19.775021196025975]
["ecml pkdd", 19.775021196025975]
["higherlevel representations", 19.775021196025975]
["r gopalan", 19.775021196025975]
["weights w", 19.775021196025975]
["evolution strategies", 19.77183300545634]
["stochastic gradient", 19.712769436792268]
["_ j1 p", 19.709354161508603]
["data x", 19.709354161508603]
["l duan", 19.709354161508603]
["wei fu", 19.709354161508603]
["hinge loss function", 19.629593194442936]
["linear combinations", 19.629593194442936]
["ir metrics", 19.57197329044939]
["open space", 19.57197329044939]
["deep convolutional generative adversarial networks", 19.56011502714073]
["additional hyperparameters", 19.548579228128894]
["distributed implementation", 19.548579228128894]
["electron microscopy images", 19.548579228128894]
["global geometric framework", 19.548579228128894]
["molecular machine learning", 19.548579228128894]
["optimal linear combination", 19.548579228128894]
["outofdistribution examples", 19.548579228128894]
["spikeandslab sparse coding", 19.548579228128894]
["stochastic backpropagation", 19.548579228128894]
["_ log p", 19.45910149055313]
["image x", 19.45910149055313]
["m devin", 19.45910149055313]
["m maire", 19.45910149055313]
["mi loss", 19.45910149055313]
["r monga", 19.45910149055313]
["table v", 19.45910149055313]
["adversarial loss", 19.408121055678468]
["average accuracy", 19.408121055678468]
["challenging task", 19.408121055678468]
["complex networks", 19.408121055678468]
["confidence level", 19.408121055678468]
["domain confusion", 19.408121055678468]
["effective method", 19.408121055678468]
["entity retrieval", 19.408121055678468]
["helpful comments", 19.408121055678468]
["j mach learn res", 19.408121055678468]
["kmeans algorithm", 19.408121055678468]
["labeled examples", 19.408121055678468]
["learning systems", 19.408121055678468]
["major difference", 19.408121055678468]
["multiple kernels", 19.408121055678468]
["optimal combiner", 19.408121055678468]
["partbased models", 19.408121055678468]
["region proposals", 19.408121055678468]
["relevant results", 19.408121055678468]
["research efforts", 19.408121055678468]
["sideoutput layer", 19.408121055678468]
["source instances", 19.408121055678468]
["vincent dumoulin", 19.408121055678468]
["visual attention", 19.408121055678468]
["w li", 19.408121055678468]
["x  x", 19.408121055678468]
["classification error rate", 19.313254949209202]
["cognitive science society", 19.313254949209202]
["comprehensive experiments", 19.313254949209202]
["crossbenchmark comparison", 19.313254949209202]
["dependency tree relations", 19.313254949209202]
["discriminative classifier", 19.313254949209202]
["feature importance scores", 19.313254949209202]
["h liu", 19.313254949209202]
["nonlinear transformations", 19.313254949209202]
["overparameterized network", 19.313254949209202]
["post hoc interpretability", 19.313254949209202]
["practical recommendations", 19.313254949209202]
["prior specific permission", 19.313254949209202]
["recursive neural networks", 19.313254949209202]
["regularization hypothesis", 19.313254949209202]
["seoul national university", 19.313254949209202]
["sgd θu1 θu01 θu001 θu0001", 19.313254949209202]
["stochastic approximations", 19.313254949209202]
["surface normal estimation", 19.313254949209202]
["text classification tasks", 19.313254949209202]
["z liu", 19.313254949209202]
["manifold alignment", 19.269145052641097]
["bit precision", 19.237120180961526]
["click rates", 19.183162182386965]
["deep layers", 19.183162182386965]
["growth rate", 19.183162182386965]
["hard copies", 19.183162182386965]
["max welling", 19.183162182386965]
["n silberman", 19.183162182386965]
["order rates", 19.183162182386965]
["sparse code", 19.183162182386965]
["untuned svm", 19.183162182386965]
["wide resnet", 19.183162182386965]
["network language model", 19.16446321082156]
["30th annual international acm sigir conference", 19.143206982445477]
["large vocabulary continuous speech recognition", 19.143206982445477]
["cnn architecture designs", 19.068322982087675]
["deconvolutional networks", 19.068322982087675]
["deep adaptation networks", 19.068322982087675]
["imagetoimage translation", 19.068322982087675]
["instancewise supervision", 19.068322982087675]
["intermediate domain data", 19.068322982087675]
["latent semantic analysis", 19.068322982087675]
["latent social dimensions", 19.068322982087675]
["neuralnetwork parameters", 19.068322982087675]
["performance improvements", 19.068322982087675]
["unlabeled target data xt", 19.068322982087675]
["united states", 18.98062524521537]
["_ y yi y_yi max", 18.95635140771547]
["andrej karpathy", 18.95635140771547]
["class criterion", 18.95635140771547]
["development set", 18.95635140771547]
["diferent models", 18.95635140771547]
["difficult pairs", 18.95635140771547]
["graph embedding", 18.95635140771547]
["inverse mapping", 18.95635140771547]
["jonathan krause", 18.95635140771547]
["ladder networks", 18.95635140771547]
["linear function", 18.95635140771547]
["output features", 18.95635140771547]
["popular methods", 18.95635140771547]
["population size", 18.95635140771547]
["practical guide", 18.95635140771547]
["ranking model f", 18.95635140771547]
["recent progress", 18.95635140771547]
["relevance label", 18.95635140771547]
["research topics", 18.95635140771547]
["retrieval model", 18.95635140771547]
["simple features", 18.95635140771547]
["static features", 18.95635140771547]
["strong baseline", 18.95635140771547]
["trained network", 18.95635140771547]
["training method", 18.95635140771547]
["webpage network", 18.95635140771547]
["optimal solution", 18.94602293530517]
["meta information", 18.85360331123051]
["adaptive learning rates", 18.812965295574898]
["cellbased search spaces", 18.812965295574898]
["credit assignment paths", 18.812965295574898]
["experimental evaluation", 18.812965295574898]
["feature transformations", 18.812965295574898]
["functional architecture", 18.812965295574898]
["hierarchical embeddings", 18.812965295574898]
["high computational cost", 18.812965295574898]
["interesting observation", 18.812965295574898]
["larger decision margins", 18.812965295574898]
["local coordinate coding", 18.812965295574898]
["microsoft research asia", 18.812965295574898]
["nearest neighbor search", 18.812965295574898]
["policy gradient methods", 18.812965295574898]
["probabilistic inference", 18.812965295574898]
["query atribute sparsity", 18.812965295574898]
["semisupervised settings", 18.812965295574898]
["sentiment distributions", 18.812965295574898]
["linear autoencoder", 18.78741642632507]
["nonlinear function", 18.78741642632507]
["adversarial networks", 18.773255580938343]
["autoencoder training", 18.723326709712442]
["representation h", 18.714973875118524]
["b triggs", 18.71497387511852]
["deep snn", 18.71497387511852]
["j krause", 18.71497387511852]
["jimmy ba", 18.71497387511852]
["ml model", 18.71497387511852]
["parmar c", 18.71497387511852]
["window w", 18.71497387511852]
["text corpus", 18.583688364187374]
["automatic segmentation", 18.546254720149896]
["benchmark performances", 18.546254720149896]
["comparable performance", 18.546254720149896]
["deep stacking networks", 18.546254720149896]
["dropout regularization", 18.546254720149896]
["featurespace remapping", 18.546254720149896]
["gradientbased training", 18.546254720149896]
["hierarchical evolution", 18.546254720149896]
["laplacian eigenvectors", 18.546254720149896]
["multiple colour spaces", 18.546254720149896]
["multiple segmentations", 18.546254720149896]
["network reconstruction", 18.546254720149896]
["nucleic acids research", 18.546254720149896]
["preliminary prediction", 18.546254720149896]
["segmentation algorithm", 18.546254720149896]
["successful application", 18.546254720149896]
["validation performance", 18.546254720149896]
["wide residual networks", 18.546254720149896]
["adam optimizer", 18.47340130730681]
["generic priors", 18.47340130730681]
["jitendra malik", 18.47340130730681]
["large networks", 18.47340130730681]
["largest values", 18.47340130730681]
["mnist data set", 18.47340130730681]
["model training", 18.47340130730681]
["multimodal rnn", 18.47340130730681]
["recurrent nets", 18.47340130730681]
["research areas", 18.47340130730681]
["scene dynamics", 18.47340130730681]
["scene labeling", 18.47340130730681]
["starting point", 18.47340130730681]
["true posterior", 18.47340130730681]
["word sequences", 18.47340130730681]
["zhengyou zhang", 18.47340130730681]
["architecture representation", 18.456686449624243]
["ar mohamed", 18.420680743952367]
["code space", 18.420680743952367]
["d wierstra", 18.420680743952367]
["htl method", 18.420680743952367]
["ieee tpami", 18.420680743952367]
["image size", 18.420680743952367]
["onestep da", 18.420680743952367]
["r ducharme", 18.420680743952367]
["rank model", 18.420680743952367]
["scott reed", 18.420680743952367]
["test phase", 18.420680743952367]
["w gerstner", 18.420680743952367]
["benchmark dataset", 18.415886736365405]
["contour detection", 18.415886736365405]
["digit recognition", 18.415886736365405]
["data science", 18.388309208431203]
["statistical parametric speech synthesis", 18.317808230648232]
["additional constraint", 18.26713462634054]
["architecture template", 18.26713462634054]
["autoencoder framework", 18.26713462634054]
["benchmark collections", 18.26713462634054]
["characterlevel models", 18.26713462634054]
["christopher jc burges", 18.26713462634054]
["classification errors", 18.26713462634054]
["classifier adaptation", 18.26713462634054]
["collaboration network", 18.26713462634054]
["deep domain confusion", 18.26713462634054]
["distribution matching", 18.26713462634054]
["graph neural networks", 18.26713462634054]
["hierarchical features", 18.26713462634054]
["invariance properties", 18.26713462634054]
["microscopic structure", 18.26713462634054]
["natural language text", 18.26713462634054]
["notational simplicity", 18.26713462634054]
["premature performance", 18.26713462634054]
["sample selection bias", 18.26713462634054]
["sentence descriptions", 18.26713462634054]
["significant advantage", 18.26713462634054]
["supervised finetuning", 18.26713462634054]
["verification accuracy", 18.26713462634054]
["deep cnn", 18.195113489698564]
["bmva british machine vision conference", 18.18793079863193]
["protein secondary structure prediction", 18.18793079863193]
["feedforward neural networks", 18.12710276302381]
["high level", 18.09174001638179]
["connectionist temporal classification", 18.05458956322112]
["minibatch stochastic gradient descent", 18.05458956322112]
["zeroshot visual object categorization", 18.05458956322112]
["average pooling", 18.05366800734807]
["classification datasets", 18.02909174159261]
["d xu", 18.021826694558577]
["j c", 18.017241534156998]
["backpropagation learning", 18.008971705305026]
["exponential family", 17.984535382465022]
["dot product", 17.98421454598778]
["speech data", 17.98421454598778]
["autoencoder networks", 17.974393641323946]
["bayesian compression", 17.974393641323946]
["bayesian neural nets", 17.974393641323946]
["christophe van gysel", 17.974393641323946]
["deep metric learning", 17.974393641323946]
["degenerate solutions", 17.974393641323946]
["initialization seeds", 17.974393641323946]
["instancewise feature", 17.974393641323946]
["intraclass variation", 17.974393641323946]
["joint distribution p", 17.974393641323946]
["machine learning res", 17.974393641323946]
["neural network model", 17.974393641323946]
["optimization process", 17.974393641323946]
["paraphrase detection", 17.974393641323946]
["partofspeech tagging", 17.974393641323946]
["phonetic recognition", 17.974393641323946]
["position information", 17.974393641323946]
["primitive operations", 17.974393641323946]
["redundancy reduction", 17.974393641323946]
["sequence recognition", 17.974393641323946]
["siamese architecture", 17.974393641323946]
["sigmoid nonlinearity", 17.974393641323946]
["softmax output layer", 17.974393641323946]
["software maintenance", 17.974393641323946]
["sparsity constraints", 17.974393641323946]
["stochastic variables", 17.974393641323946]
["automl system", 17.954645502230758]
["batch effects", 17.954645502230758]
["complex cells", 17.954645502230758]
["deeper models", 17.954645502230758]
["feature reuse", 17.954645502230758]
["highest layer", 17.954645502230758]
["j shawetaylor", 17.954645502230758]
["linear kernel", 17.954645502230758]
["local context", 17.954645502230758]
["local patches", 17.954645502230758]
["mountain view", 17.954645502230758]
["o russakovsky", 17.954645502230758]
["previous step", 17.954645502230758]
["reverse ratio", 17.954645502230758]
["standard cccp", 17.954645502230758]
["tangent plane", 17.954645502230758]
["training case", 17.954645502230758]
["unit variance", 17.954645502230758]
["user behavior", 17.954645502230758]
["word sequence", 17.954645502230758]
["xiaolong wang", 17.954645502230758]
["future research directions", 17.919530959118152]
["j mach", 17.91759469228055]
["jmlr w", 17.91759469228055]
["stateoftheart network representation", 17.91759469228055]
["w dong", 17.91759469228055]
["z chen", 17.91759469228055]
["sigmoid", 17.912352397714294]
["context window", 17.813636974902995]
["highlevel representations", 17.703817036775103]
["selective search strategy", 17.703817036775103]
["x zhu", 17.703817036775103]
["zeroshot learning setting", 17.703817036775103]
["closedform solution", 17.66663387499864]
["components analysis", 17.66663387499864]
["correct predictions", 17.66663387499864]
["graphics processors", 17.66663387499864]
