["deep learning", 2494.1352311450464]
["original article", 5.545177444479562]
["original dataset", 5.545177444479562]
["original input x", 5.545177444479562]
["original sources", 5.545177444479562]
["orthogonal basis", 5.545177444479562]
["ot j", 5.545177444479562]
["output saturates", 5.545177444479562]
["output sentences", 5.545177444479562]
["overfitted model", 5.545177444479562]
["p  k", 5.545177444479562]
["p  q", 5.545177444479562]
["p yu", 5.545177444479562]
["parameters space", 5.545177444479562]
["parikshit sondhi", 5.545177444479562]
["parsimonious set", 5.545177444479562]
["partial transfer", 5.545177444479562]
["particle physics", 5.545177444479562]
["past information", 5.545177444479562]
["pathology images", 5.545177444479562]
["pattern detector", 5.545177444479562]
["pcgml algorithms", 5.545177444479562]
["pcgml techniques", 5.545177444479562]
["peephole weights", 5.545177444479562]
["performance drop", 5.545177444479562]
["perpetual lineup", 5.545177444479562]
["person detection", 5.545177444479562]
["perturb strategy", 5.545177444479562]
["photo sequencing", 5.545177444479562]
["phuc xuan nguyen", 5.545177444479562]
["physiology tasks", 5.545177444479562]
["pivot word pairs", 5.545177444479562]
["plaintext review", 5.545177444479562]
["point estimation", 5.545177444479562]
["point operations", 5.545177444479562]
["poor correlation", 5.545177444479562]
["popular strategy", 5.545177444479562]
["popular subclass", 5.545177444479562]
["popular transfer", 5.545177444479562]
["portable library", 5.545177444479562]
["pos distribution", 5.545177444479562]
["positive results", 5.545177444479562]
["possess features", 5.545177444479562]
["practical system", 5.545177444479562]
["predicted labels", 5.545177444479562]
["preliminary work", 5.545177444479562]
["present deepwalk", 5.545177444479562]
["present research", 5.545177444479562]
["pretrain network", 5.545177444479562]
["pretraining acts", 5.545177444479562]
["pretraining step", 5.545177444479562]
["previous actions", 5.545177444479562]
["previous reviews", 5.545177444479562]
["prior definition", 5.545177444479562]
["prior experience", 5.545177444479562]
["privacy concerns", 5.545177444479562]
["proc interspeech", 5.545177444479562]
["procedure lstmcs", 5.545177444479562]
["processing speed", 5.545177444479562]
["product database", 5.545177444479562]
["product datasets", 5.545177444479562]
["prohibitive cost", 5.545177444479562]
["prominent fields", 5.545177444479562]
["promising avenue", 5.545177444479562]
["promising signal", 5.545177444479562]
["propagation rate", 5.545177444479562]
["proper algorithm", 5.545177444479562]
["proposal quality", 5.545177444479562]
["protein analysis", 5.545177444479562]
["prototypicalnets", 5.545177444479562]
["pubchem bioassay", 5.545177444479562]
["python interface", 5.545177444479562]
["q dj", 5.545177444479562]
["q xu", 5.545177444479562]
["quantile binning", 5.545177444479562]
["r hu", 5.545177444479562]
["r martinezcantin", 5.545177444479562]
["random direction", 5.545177444479562]
["random instances", 5.545177444479562]
["random mutations", 5.545177444479562]
["random positions", 5.545177444479562]
["random splitting", 5.545177444479562]
["ranked documents", 5.545177444479562]
["ranking baseline", 5.545177444479562]
["rankprob  sparse", 5.545177444479562]
["ranksvmr1 method", 5.545177444479562]
["raw input x task", 5.545177444479562]
["reactive centers", 5.545177444479562]
["realistic frames", 5.545177444479562]
["realistic scenes", 5.545177444479562]
["reallife factors", 5.545177444479562]
["realvalued score", 5.545177444479562]
["recent extension", 5.545177444479562]
["recent proposals", 5.545177444479562]
["reference photos", 5.545177444479562]
["related features", 5.545177444479562]
["related quantity", 5.545177444479562]
["relative measure", 5.545177444479562]
["relative weights", 5.545177444479562]
["relevance rating", 5.545177444479562]
["relevant content", 5.545177444479562]
["reliable results", 5.545177444479562]
["research purpose", 5.545177444479562]
["reservoir models", 5.545177444479562]
["resnet18 network", 5.545177444479562]
["resolution image", 5.545177444479562]
["respective scene", 5.545177444479562]
["return mh  vh  e", 5.545177444479562]
["returned results", 5.545177444479562]
["reuters data set", 5.545177444479562]
["rgb colour space", 5.545177444479562]
["rightmost column", 5.545177444479562]
["rightmost points", 5.545177444479562]
["robotics science", 5.545177444479562]
["roland memisevic", 5.545177444479562]
["rudimentary form", 5.545177444479562]
["salakhutdinov rr", 5.545177444479562]
["sample functions", 5.545177444479562]
["scaling behavior", 5.545177444479562]
["scatter matrices", 5.545177444479562]
["scene adaptation", 5.545177444479562]
["scene attributes", 5.545177444479562]
["scenes transform", 5.545177444479562]
["search precision", 5.545177444479562]
["semantic matches", 5.545177444479562]
["semantic parsing", 5.545177444479562]
["sentence quality", 5.545177444479562]
["separate streams", 5.545177444479562]
["sequential tasks", 5.545177444479562]
["shaded locations", 5.545177444479562]
["shallow circuits", 5.545177444479562]
["shallow networks", 5.545177444479562]
["shallower models", 5.545177444479562]
["share statistics", 5.545177444479562]
["shared gradients", 5.545177444479562]
["sharp transition", 5.545177444479562]
["shift algorithms", 5.545177444479562]
["significant gain", 5.545177444479562]
["significant mass", 5.545177444479562]
["significant part", 5.545177444479562]
["similar accuracy", 5.545177444479562]
["similar behavior", 5.545177444479562]
["similar datasets", 5.545177444479562]
["simple baselines", 5.545177444479562]
["simpler concepts", 5.545177444479562]
["simpler features", 5.545177444479562]
["simpler problems", 5.545177444479562]
["simpler strategy", 5.545177444479562]
["simplest setting", 5.545177444479562]
["simplest variant", 5.545177444479562]
["simulation study", 5.545177444479562]
["single algorithm", 5.545177444479562]
["single hierarchy", 5.545177444479562]
["single rgb frame", 5.545177444479562]
["singlekernel mmd", 5.545177444479562]
["singlesvm models", 5.545177444479562]
["skipgram models2", 5.545177444479562]
["small code sizes", 5.545177444479562]
["small proportion", 5.545177444479562]
["small validation", 5.545177444479562]
["smaller matrices", 5.545177444479562]
["smart algorithms", 5.545177444479562]
["smooth functions", 5.545177444479562]
["smoothed version", 5.545177444479562]
["social dimension", 5.545177444479562]
["social phenomena", 5.545177444479562]
["softplus applies", 5.545177444479562]
["software context", 5.545177444479562]
["sota performance", 5.545177444479562]
["sounding objects", 5.545177444479562]
["source domain ds", 5.545177444479562]
["source histogram", 5.545177444479562]
["source labels ys", 5.545177444479562]
["space complexity", 5.545177444479562]
["space directions", 5.545177444479562]
["space limitation", 5.545177444479562]
["spacetime cuboid", 5.545177444479562]
["sparse atributes", 5.545177444479562]
["speaker variance", 5.545177444479562]
["special emphasis", 5.545177444479562]
["specific domains", 5.545177444479562]
["specific speaker", 5.545177444479562]
["spectral density", 5.545177444479562]
["speech data sets", 5.545177444479562]
["speedup training", 5.545177444479562]
["spiking networks", 5.545177444479562]
["sport statistics", 5.545177444479562]
["spurious samples", 5.545177444479562]
["state likelihood", 5.545177444479562]
["state outputs sq", 5.545177444479562]
["statistical gain", 5.545177444479562]
["step explanation", 5.545177444479562]
["stockholm sweden", 5.545177444479562]
["studentt penalty", 5.545177444479562]
["subgoal learning", 5.545177444479562]
["subject identity", 5.545177444479562]
["sudden increases", 5.545177444479562]
["superior quality", 5.545177444479562]
["supervised phase", 5.545177444479562]
["surfbov features", 5.545177444479562]
["synthetic corpus", 5.545177444479562]
["tag distribution", 5.545177444479562]
["target domain dt", 5.545177444479562]
["target histogram", 5.545177444479562]
["target objective", 5.545177444479562]
["target subspaces", 5.545177444479562]
["target variables", 5.545177444479562]
["task performance", 5.545177444479562]
["technical detail", 5.545177444479562]
["technical papers", 5.545177444479562]
["temperature data", 5.545177444479562]
["temporal context", 5.545177444479562]
["term frequencies", 5.545177444479562]
["terrance devries", 5.545177444479562]
["test collections", 5.545177444479562]
["test error rtest", 5.545177444479562]
["test performance", 5.545177444479562]
["testings samples", 5.545177444479562]
["testset accuracy", 5.545177444479562]
["texture features", 5.545177444479562]
["theoretical side", 5.545177444479562]
["thomas deselaers", 5.545177444479562]
["tight connection", 5.545177444479562]
["timelapse videos", 5.545177444479562]
["tinne tuytelaars", 5.545177444479562]
["topic categories", 5.545177444479562]
["topical pagerank", 5.545177444479562]
["torch7 community", 5.545177444479562]
["toy illustration", 5.545177444479562]
["traffic networks", 5.545177444479562]
["trained features", 5.545177444479562]
["training cohorts", 5.545177444479562]
["training episode", 5.545177444479562]
["training queries", 5.545177444479562]
["training vectors", 5.545177444479562]
["traintest splits", 5.545177444479562]
["transductive svm", 5.545177444479562]
["transfer error e", 5.545177444479562]
["transfer ranking", 5.545177444479562]
["transform matrix", 5.545177444479562]
["transformed mask", 5.545177444479562]
["tree corresponds", 5.545177444479562]
["trivial examples", 5.545177444479562]
["true class label", 5.545177444479562]
["truncation level", 5.545177444479562]
["tutorial surveys", 5.545177444479562]
["twitter comments", 5.545177444479562]
["twitter datasets", 5.545177444479562]
["twostage methods", 5.545177444479562]
["twostep approach", 5.545177444479562]
["typical datasets", 5.545177444479562]
["typical features", 5.545177444479562]
["ultimate success", 5.545177444479562]
["unbounded domain", 5.545177444479562]
["underlying model", 5.545177444479562]
["undirected graph", 5.545177444479562]
["unified solution", 5.545177444479562]
["unigram features", 5.545177444479562]
["uniques test set", 5.545177444479562]
["unitnorm columns", 5.545177444479562]
["unlabeled sample", 5.545177444479562]
["unlabelled video", 5.545177444479562]
["unseen instances", 5.545177444479562]
["unseen test data", 5.545177444479562]
["unvisited leaves", 5.545177444479562]
["update procedure", 5.545177444479562]
["v badrinarayanan", 5.545177444479562]
["vacuous quantity", 5.545177444479562]
["vertex proximity", 5.545177444479562]
["vessel detection", 5.545177444479562]
["vgg architecture", 5.545177444479562]
["video clustering", 5.545177444479562]
["visible elements", 5.545177444479562]
["visual exemplars", 5.545177444479562]
["vitaly shmatikov", 5.545177444479562]
["viterbi training", 5.545177444479562]
["vocabulary atoms", 5.545177444479562]
["voice recordings", 5.545177444479562]
["w lu", 5.545177444479562]
["warmup activates", 5.545177444479562]
["wasserstein gans", 5.545177444479562]
["weighted offline", 5.545177444479562]
["weighted outlink", 5.545177444479562]
["wiener processes", 5.545177444479562]
["wikipedia corpus", 5.545177444479562]
["word relatedness", 5.545177444479562]
["word time series", 5.545177444479562]
["word usage shift", 5.545177444479562]
["wordcontext pair", 5.545177444479562]
["wordcount vector", 5.545177444479562]
["work complements", 5.545177444479562]
["work performance", 5.545177444479562]
["wsabie algorithm", 5.545177444479562]
["x  _", 5.545177444479562]
["x  n", 5.545177444479562]
["x  ϵ", 5.545177444479562]
["x hu", 5.545177444479562]
["x ma", 5.545177444479562]
["xu j", 5.545177444479562]
["y  σ", 5.545177444479562]
["y lu", 5.545177444479562]
["yoshihiro yamada", 5.545177444479562]
["z yi", 5.545177444479562]
["zeroshot results", 5.545177444479562]
["α  β", 5.545177444479562]
["α gi", 5.545177444479562]
["λstrongly convex", 5.545177444479562]
["σ2 n", 5.545177444479562]
["ℓ2 normalization", 5.545177444479562]
["𝑎𝑗ℎ𝑗", 5.545177444479562]
["space model", 5.533604475688548]
["_ µ", 5.493061443340549]
["alc score", 5.493061443340549]
["e d", 5.493061443340549]
["eye rings", 5.493061443340549]
["j 1", 5.493061443340549]
["label map", 5.493061443340549]
["m e", 5.493061443340549]
["m v", 5.493061443340549]
["network f", 5.493061443340549]
["samples x", 5.493061443340549]
["time lags", 5.493061443340549]
["true data", 5.493061443340549]
["w d", 5.493061443340549]
["y p", 5.493061443340549]
["α v", 5.493061443340549]
["θ f", 5.493061443340549]
["learning performance", 5.492175834848983]
["101layer resnet", 5.41610040220442]
["2by2 upsampling", 5.41610040220442]
["30class subsets", 5.41610040220442]
["aaai98 workshop", 5.41610040220442]
["abdur chowdhury", 5.41610040220442]
["absolute boosts", 5.41610040220442]
["accuracy target", 5.41610040220442]
["accurate manner", 5.41610040220442]
["accurate models", 5.41610040220442]
["acquired images", 5.41610040220442]
["adapted network", 5.41610040220442]
["added advantage", 5.41610040220442]
["additional bias", 5.41610040220442]
["additional cost", 5.41610040220442]
["additional step", 5.41610040220442]
["additional term", 5.41610040220442]
["admci diagnosis", 5.41610040220442]
["advanced topics", 5.41610040220442]
["affine mappings", 5.41610040220442]
["al deepmind lab", 5.41610040220442]
["al imagenet rgb", 5.41610040220442]
["al purushwalkam", 5.41610040220442]
["al smart mining", 5.41610040220442]
["algorithms show", 5.41610040220442]
["allones vectors", 5.41610040220442]
["amazon data set", 5.41610040220442]
["american speech", 5.41610040220442]
["analytical form", 5.41610040220442]
["ananthram swami", 5.41610040220442]
["andrea gesmundo", 5.41610040220442]
["andrew schwartz", 5.41610040220442]
["andrew w senior", 5.41610040220442]
["animated videos", 5.41610040220442]
["anisotropic cnn", 5.41610040220442]
["annotation cost", 5.41610040220442]
["approach models", 5.41610040220442]
["arbitrary words", 5.41610040220442]
["arcface feature", 5.41610040220442]
["argument vector", 5.41610040220442]
["arnaud bergeron", 5.41610040220442]
["artem rozantsev", 5.41610040220442]
["arxiv preprints", 5.41610040220442]
["atlanta rentals", 5.41610040220442]
["atlanta suburbs", 5.41610040220442]
["attention heads", 5.41610040220442]
["attribute names", 5.41610040220442]
["audio embedding", 5.41610040220442]
["backward passes", 5.41610040220442]
["bad performance", 5.41610040220442]
["bandit problems", 5.41610040220442]
["basic framework", 5.41610040220442]
["basic principle", 5.41610040220442]
["basic questions", 5.41610040220442]
["basic technique", 5.41610040220442]
["basura fernando", 5.41610040220442]
["batchnorm layer", 5.41610040220442]
["benchmark suite", 5.41610040220442]
["bigan encoder e", 5.41610040220442]
["bigan framework", 5.41610040220442]
["bigram features", 5.41610040220442]
["bilinear models", 5.41610040220442]
["binary function", 5.41610040220442]
["binary mutation", 5.41610040220442]
["binary operator", 5.41610040220442]
["binning schemes", 5.41610040220442]
["blinded fashion", 5.41610040220442]
["bluray delivery", 5.41610040220442]
["blurry textures", 5.41610040220442]
["board encodings", 5.41610040220442]
["board locations", 5.41610040220442]
["brendan f klare", 5.41610040220442]
["broad landscape", 5.41610040220442]
["broader context", 5.41610040220442]
["bsds500 dataset", 5.41610040220442]
["bypassing paths", 5.41610040220442]
["c binary models", 5.41610040220442]
["c giraudcarrier", 5.41610040220442]
["caffe framework", 5.41610040220442]
["camellike shape", 5.41610040220442]
["camille couprie", 5.41610040220442]
["car196 datasets", 5.41610040220442]
["cars196 dataset", 5.41610040220442]
["category models", 5.41610040220442]
["cayley torgeson", 5.41610040220442]
["ccp convergence", 5.41610040220442]
["center position", 5.41610040220442]
["central problem", 5.41610040220442]
["chain converges", 5.41610040220442]
["chain structure", 5.41610040220442]
["changshui zhang", 5.41610040220442]
["charles beattie", 5.41610040220442]
["chinese accents", 5.41610040220442]
["christophe mues", 5.41610040220442]
["chunnam john yu", 5.41610040220442]
["class detection", 5.41610040220442]
["class posterior", 5.41610040220442]
["classical works", 5.41610040220442]
["classq features", 5.41610040220442]
["clear awareness", 5.41610040220442]
["clear objective", 5.41610040220442]
["clintox dataset", 5.41610040220442]
["cloud computing", 5.41610040220442]
["clément farabet", 5.41610040220442]
["cnn classifiers", 5.41610040220442]
["colored pattern", 5.41610040220442]
["colour channels", 5.41610040220442]
["common datasets", 5.41610040220442]
["common patterns", 5.41610040220442]
["complex process", 5.41610040220442]
["complex version", 5.41610040220442]
["compressed form", 5.41610040220442]
["computer memory", 5.41610040220442]
["computer models", 5.41610040220442]
["computer system", 5.41610040220442]
["conceptual unit", 5.41610040220442]
["conceptual view", 5.41610040220442]
["concurrent rise", 5.41610040220442]
["conjugate pairs", 5.41610040220442]
["connected graph", 5.41610040220442]
["constant offset", 5.41610040220442]
["context windows", 5.41610040220442]
["contextual cues", 5.41610040220442]
["continuous data", 5.41610040220442]
["control systems", 5.41610040220442]
["conv8bn network", 5.41610040220442]
["conventional ml", 5.41610040220442]
["core principles", 5.41610040220442]
["core structures", 5.41610040220442]
["corner cropping", 5.41610040220442]
["correction term", 5.41610040220442]
["critical values", 5.41610040220442]
["current dataset", 5.41610040220442]
["current efforts", 5.41610040220442]
["current weights", 5.41610040220442]
["dale schuurmans", 5.41610040220442]
["dark situations", 5.41610040220442]
["data generation", 5.41610040220442]
["data partitions", 5.41610040220442]
["data properties", 5.41610040220442]
["data repetition", 5.41610040220442]
["database pascal", 5.41610040220442]
["databased prior", 5.41610040220442]
["dataset details", 5.41610040220442]
["dbm corresponds", 5.41610040220442]
["ddca dana imana", 5.41610040220442]
["ddcs dans imans", 5.41610040220442]
["deep fr systems", 5.41610040220442]
["deep scene cnns", 5.41610040220442]
["deepmind health", 5.41610040220442]
["delayed rewards", 5.41610040220442]
["densenet layers", 5.41610040220442]
["density ratio f", 5.41610040220442]
["design matrix x", 5.41610040220442]
["design patterns", 5.41610040220442]
["design problems", 5.41610040220442]
["detailed survey", 5.41610040220442]
["deterministic e", 5.41610040220442]
["diet revolution", 5.41610040220442]
["diferent levels", 5.41610040220442]
["difficult tasks", 5.41610040220442]
["diffusion phase", 5.41610040220442]
["digits data set", 5.41610040220442]
["direct approach", 5.41610040220442]
["directed graphs", 5.41610040220442]
["directed motion", 5.41610040220442]
["discrete events", 5.41610040220442]
["discrete nature", 5.41610040220442]
["diseased tissue", 5.41610040220442]
["distinct margin", 5.41610040220442]
["distinct people", 5.41610040220442]
["distribution pe", 5.41610040220442]
["diverse classes", 5.41610040220442]
["diverse methods", 5.41610040220442]
["dmitriy serdyuk", 5.41610040220442]
["document clicks", 5.41610040220442]
["document scores", 5.41610040220442]
["domain adaption", 5.41610040220442]
["domain concepts", 5.41610040220442]
["domain mismatch", 5.41610040220442]
["dominant source", 5.41610040220442]
["dropout network", 5.41610040220442]
["dropout samples", 5.41610040220442]
["dscm classifier", 5.41610040220442]
["dssm parameters", 5.41610040220442]
["duplicate class", 5.41610040220442]
["dynamic systems", 5.41610040220442]
["dynamic updates", 5.41610040220442]
["dynamic weights", 5.41610040220442]
["e  ˆg    log pθ", 5.41610040220442]
["earlier classes", 5.41610040220442]
["earlier results", 5.41610040220442]
["economic record", 5.41610040220442]
["education years", 5.41610040220442]
["effective means", 5.41610040220442]
["elements matter", 5.41610040220442]
["email addresses", 5.41610040220442]
["enormous amount", 5.41610040220442]
["entire networks", 5.41610040220442]
["entire universe", 5.41610040220442]
["equivalent size", 5.41610040220442]
["error reporting", 5.41610040220442]
["evaluation runs", 5.41610040220442]
["event sequences", 5.41610040220442]
["ex2px2   log f2", 5.41610040220442]
["exemplar images", 5.41610040220442]
["expected return", 5.41610040220442]
["expected values", 5.41610040220442]
["extended burnin", 5.41610040220442]
["extensive study", 5.41610040220442]
["external corpus", 5.41610040220442]
["extra innerloop", 5.41610040220442]
["extracted codes", 5.41610040220442]
["f629  gpbowtucm", 5.41610040220442]
["f655  silberman", 5.41610040220442]
["f726  gpbowtucm", 5.41610040220442]
["face completion", 5.41610040220442]
["fast algorithms", 5.41610040220442]
["fast comparison", 5.41610040220442]
["fast evaluation", 5.41610040220442]
["fast prediction", 5.41610040220442]
["faster learning", 5.41610040220442]
["fault detection", 5.41610040220442]
["feature bagging", 5.41610040220442]
["feature encoder", 5.41610040220442]
["federal holiday", 5.41610040220442]
["fewer resources", 5.41610040220442]
["figs4  examples", 5.41610040220442]
["final alc score", 5.41610040220442]
["final objective", 5.41610040220442]
["fine variations", 5.41610040220442]
["finetune models", 5.41610040220442]
["fixed step size", 5.41610040220442]
["flexible notion", 5.41610040220442]
["flowers dataset", 5.41610040220442]
["fort lauderdale", 5.41610040220442]
["framework  pang", 5.41610040220442]
["frequency usage", 5.41610040220442]
["full collection", 5.41610040220442]
["full complexity", 5.41610040220442]
["full evaluation", 5.41610040220442]
["full frame rate", 5.41610040220442]
["full vocabulary", 5.41610040220442]
["function learns", 5.41610040220442]
["gabriel kreiman", 5.41610040220442]
["game production", 5.41610040220442]
["gan experiments", 5.41610040220442]
["gaussian approx", 5.41610040220442]
["gaussian models", 5.41610040220442]
["generated image", 5.41610040220442]
["generic objects", 5.41610040220442]
["genevieve b orr", 5.41610040220442]
["georg ostrovski", 5.41610040220442]
["gigaword corpus", 5.41610040220442]
["global rotation", 5.41610040220442]
["good strategies", 5.41610040220442]
["googlenet model", 5.41610040220442]
["gradient domain", 5.41610040220442]
["grand challenge", 5.41610040220442]
["graphics engine", 5.41610040220442]
["great potential", 5.41610040220442]
["guillaume alain", 5.41610040220442]
["h corrigangibbs", 5.41610040220442]
["hidden features", 5.41610040220442]
["high accuracies", 5.41610040220442]
["high confidence", 5.41610040220442]
["high similarity", 5.41610040220442]
["higher priority", 5.41610040220442]
["higher variance", 5.41610040220442]
["highest entropy", 5.41610040220442]
["highest fitness", 5.41610040220442]
["highlight edges", 5.41610040220442]
["hinge rank loss", 5.41610040220442]
["hingeloss nodes", 5.41610040220442]
["hinrich schutze", 5.41610040220442]
["hinrich schütze", 5.41610040220442]
["hinton diagrams", 5.41610040220442]
["hmdb51 datasets", 5.41610040220442]
["huge quantities", 5.41610040220442]
["human sentences", 5.41610040220442]
["hurricane sandy", 5.41610040220442]
["image manifolds", 5.41610040220442]
["imagenet labels", 5.41610040220442]
["imagenet models", 5.41610040220442]
["imagenet synset", 5.41610040220442]
["immortalis game", 5.41610040220442]
["impaired people", 5.41610040220442]
["important areas", 5.41610040220442]
["important thing", 5.41610040220442]
["inception model", 5.41610040220442]
["indexed corpora", 5.41610040220442]
["inducing points", 5.41610040220442]
["industrial labs", 5.41610040220442]
["inference group", 5.41610040220442]
["infinite amount", 5.41610040220442]
["injected faults", 5.41610040220442]
["input documents", 5.41610040220442]
["input locations", 5.41610040220442]
["input manifolds", 5.41610040220442]
["input molecules", 5.41610040220442]
["input recurrent", 5.41610040220442]
["intensity image", 5.41610040220442]
["interest change", 5.41610040220442]
["interested user", 5.41610040220442]
["internal node v", 5.41610040220442]
["inverse hessian", 5.41610040220442]
["irrelevant text", 5.41610040220442]
["isabelle lajoie", 5.41610040220442]
["ith hidden unit", 5.41610040220442]
["j digit imaging", 5.41610040220442]
["jaccard overlap", 5.41610040220442]
["john c langford", 5.41610040220442]
["joint existence", 5.41610040220442]
["joint framework", 5.41610040220442]
["jumping windows", 5.41610040220442]
["k kreutzdelgado", 5.41610040220442]
["k nearest words", 5.41610040220442]
["kernel matching", 5.41610040220442]
["kernel matrices", 5.41610040220442]
["kernel profiles", 5.41610040220442]
["key requirement", 5.41610040220442]
["kiyoharu aizawa", 5.41610040220442]
["kronecker delta", 5.41610040220442]
["l hidden layers", 5.41610040220442]
["l m gambardella", 5.41610040220442]
["l2 weight decay", 5.41610040220442]
["labeling effort", 5.41610040220442]
["large diversity", 5.41610040220442]
["larger capacity", 5.41610040220442]
["larger quantity", 5.41610040220442]
["larger subimage", 5.41610040220442]
["larger variance", 5.41610040220442]
["lasso estimator", 5.41610040220442]
["lbw recommender", 5.41610040220442]
["learch test set", 5.41610040220442]
["learned filters", 5.41610040220442]
["learned metrics", 5.41610040220442]
["learning rate ϵ", 5.41610040220442]
["learning update", 5.41610040220442]
["learnt features", 5.41610040220442]
["leftmost images", 5.41610040220442]
["level structure", 5.41610040220442]
["liangchieh chen", 5.41610040220442]
["linear mappings", 5.41610040220442]
["lmirjm features", 5.41610040220442]
["local variables", 5.41610040220442]
["location priors", 5.41610040220442]
["long white neck", 5.41610040220442]
["low noise limit", 5.41610040220442]
["low performance", 5.41610040220442]
["lowdata regimes", 5.41610040220442]
["lstma framework", 5.41610040220442]
["lubomir bourdev", 5.41610040220442]
["m p friedlander", 5.41610040220442]
["machine learing", 5.41610040220442]
["main advantages", 5.41610040220442]
["main strategies", 5.41610040220442]
["main variations", 5.41610040220442]
["major advantage", 5.41610040220442]
["manageable size", 5.41610040220442]
["map comparisons", 5.41610040220442]
["map performance", 5.41610040220442]
["martin karafiát", 5.41610040220442]
["mask prediction", 5.41610040220442]
["mass production", 5.41610040220442]
["mathieu germain", 5.41610040220442]
["matrix notation", 5.41610040220442]
["matrix products", 5.41610040220442]
["matt fredrikson", 5.41610040220442]
["mcp improvement", 5.41610040220442]
["meshpoint cloud", 5.41610040220442]
["methods section", 5.41610040220442]
["metric matching", 5.41610040220442]
["microblog posts", 5.41610040220442]
["microsoft azure", 5.41610040220442]
["mihajlo grbovic", 5.41610040220442]
["minibatch lbfgs", 5.41610040220442]
["minibatch sizes", 5.41610040220442]
["mining strategy", 5.41610040220442]
["missing regions", 5.41610040220442]
["mmdbased method", 5.41610040220442]
["mnist benchmark", 5.41610040220442]
["model averaging", 5.41610040220442]
["model posterior", 5.41610040220442]
["modest increase", 5.41610040220442]
["molecule design", 5.41610040220442]
["momap algorithm", 5.41610040220442]
["momentum method", 5.41610040220442]
["motion features", 5.41610040220442]
["motion patterns", 5.41610040220442]
["ms coco dataset", 5.41610040220442]
["multiclass loss", 5.41610040220442]
["multiple frames", 5.41610040220442]
["multiple fronts", 5.41610040220442]
["muoctti puoctti", 5.41610040220442]
["mutation scores", 5.41610040220442]
["n n schraudolph", 5.41610040220442]
["natural signals", 5.41610040220442]
["negative impact", 5.41610040220442]
["network science", 5.41610040220442]
["network systems", 5.41610040220442]
["neural dynamics", 5.41610040220442]
["neural lm model", 5.41610040220442]
["neural toolkits", 5.41610040220442]
["ngram technique", 5.41610040220442]
["nikola petrovic", 5.41610040220442]
["nips95 workshop", 5.41610040220442]
["nlp researchers", 5.41610040220442]
["nn architecture", 5.41610040220442]
["noise reduction", 5.41610040220442]
["noised features", 5.41610040220442]
["noising penalty", 5.41610040220442]
["noisy gradients", 5.41610040220442]
["noninput events", 5.41610040220442]
["nonlattice data", 5.41610040220442]
["nonlinear cases", 5.41610040220442]
["nonlinear model", 5.41610040220442]
["nonnegligible h", 5.41610040220442]
["nonrandom walks", 5.41610040220442]
["nonstuff pixels", 5.41610040220442]
["norm constraint", 5.41610040220442]
["norman p jouppi", 5.41610040220442]
["nphard problems", 5.41610040220442]
["nuclear charges", 5.41610040220442]
["object location", 5.41610040220442]
["observations dn", 5.41610040220442]
["observed data x", 5.41610040220442]
["observed milieu", 5.41610040220442]
["observed region", 5.41610040220442]
["occlusion layer", 5.41610040220442]
["ongoing fashion", 5.41610040220442]
["online training", 5.41610040220442]
["open vocabulary", 5.41610040220442]
["optical society", 5.41610040220442]
["optimal tunings", 5.41610040220442]
["original animal", 5.41610040220442]
["original author", 5.41610040220442]
["original corpus", 5.41610040220442]
["original domain", 5.41610040220442]
["original levels", 5.41610040220442]
["original report", 5.41610040220442]
["outlier classes", 5.41610040220442]
["outlier samples", 5.41610040220442]
["output elements", 5.41610040220442]
["output sentence", 5.41610040220442]
["pairwise images", 5.41610040220442]
["pairwise losses", 5.41610040220442]
["pairwise models", 5.41610040220442]
["patch operators", 5.41610040220442]
["patchbased cnns", 5.41610040220442]
["patrick grother", 5.41610040220442]
["pectoral muscle", 5.41610040220442]
["period length p", 5.41610040220442]
["perleaf weights", 5.41610040220442]
["perturbed model", 5.41610040220442]
["pf  δf t1  δct1", 5.41610040220442]
["plane direction", 5.41610040220442]
["point processes", 5.41610040220442]
["polyp detection", 5.41610040220442]
["ponts paristech", 5.41610040220442]
["popular machine", 5.41610040220442]
["portrait images", 5.41610040220442]
["positive effect", 5.41610040220442]
["positive values", 5.41610040220442]
["post processing", 5.41610040220442]
["powerful models", 5.41610040220442]
["practice trials", 5.41610040220442]
["precise timings", 5.41610040220442]
["precisionj  cjj", 5.41610040220442]
["predictor model", 5.41610040220442]
["pretrained rbms", 5.41610040220442]
["previous events", 5.41610040220442]
["previous frames", 5.41610040220442]
["previous inputs", 5.41610040220442]
["previous papers", 5.41610040220442]
["principle learn", 5.41610040220442]
["privacy budgets", 5.41610040220442]
["privacy reasons", 5.41610040220442]
["problem setting", 5.41610040220442]
["problem solving", 5.41610040220442]
["product domains", 5.41610040220442]
["product measure", 5.41610040220442]
["profound impact", 5.41610040220442]
["program element", 5.41610040220442]
["projects agency", 5.41610040220442]
["promising field", 5.41610040220442]
["proxy adistance", 5.41610040220442]
["proxy criterion", 5.41610040220442]
["public datasets", 5.41610040220442]
["qt  prxpos tags", 5.41610040220442]
["query dependent", 5.41610040220442]
["query point xn1", 5.41610040220442]
["query relations", 5.41610040220442]
["query rewriting", 5.41610040220442]
["r chattopadhyay", 5.41610040220442]
["r venkataramani", 5.41610040220442]
["race conditions", 5.41610040220442]
["radon transform", 5.41610040220442]
["rampup function", 5.41610040220442]
["random matrices", 5.41610040220442]
